timestamp,ax,ay,az,gx,gy,gz,grx,gry,grz
1774801274.298134,0.175833,-0.209105,0.792737,-7.336706,-0.212547,1.504645,-0.180350,0.292616,-0.939069
1774801274.308874,0.171353,-0.249214,0.834552,-7.968161,-0.217299,1.599222,-0.177228,0.366661,-0.913318
1774801274.318071,0.172714,-0.265851,0.865007,-8.642833,-0.215848,1.671539,-0.172531,0.444394,-0.879061
1774801274.328226,0.175308,-0.276506,0.865277,-9.206964,-0.254019,1.770787,-0.166106,0.524355,-0.835141
1774801274.338568,0.189252,-0.277564,0.854888,-9.610843,-0.304404,1.887532,-0.158032,0.603903,-0.781234
1774801274.348329,0.194926,-0.250702,0.854697,-9.877909,-0.363650,2.046233,-0.147807,0.680466,-0.717718
1774801274.358971,0.192917,-0.200574,0.823085,-9.997918,-0.466026,2.205613,-0.135391,0.751661,-0.645504
1774801274.368522,0.181872,-0.134122,0.806442,-10.127810,-0.522728,2.406714,-0.120241,0.815900,-0.565551
1774801274.378836,0.171133,-0.090620,0.758281,-10.161256,-0.507838,2.662265,-0.101522,0.872084,-0.478709
1774801274.389008,0.157813,-0.067116,0.699983,-10.055875,-0.455530,2.890369,-0.078452,0.918648,-0.387209
1774801274.398704,0.149991,-0.056725,0.620831,-9.861709,-0.494186,3.037017,-0.052243,0.954690,-0.292981
1774801274.409120,0.145314,-0.008256,0.581060,-9.392707,-0.514090,2.970641,-0.024114,0.979676,-0.199132
1774801274.418827,0.178539,0.117343,0.466024,-8.900559,-0.572190,3.030322,0.004750,0.994107,-0.108297
1774801274.428908,0.229533,0.273787,0.393411,-8.498965,-0.678217,3.068636,0.034994,0.999162,-0.021234
1774801274.438750,0.265713,0.385700,0.284312,-8.054164,-0.904253,3.038463,0.065769,0.995937,0.061513
1774801274.448816,0.308288,0.413838,0.165091,-7.414550,-1.199398,3.033110,0.097077,0.985683,0.137857
1774801274.459090,0.328435,0.404582,0.046470,-6.584576,-1.543976,3.024395,0.129207,0.970159,0.205178
